Municipality name,party_name,Votes
Barneveld,LP (Libertaire Partij),11
Barneveld,U-Buntu Connected Front,3
Beek,VVD,2351
Beek,PVV (Partij voor de Vrijheid),1724
Beek,D66,1382
Beek,CDA,1340
Beek,Partij van de Arbeid (P.v.d.A.),757
Beek,SP (Socialistische Partij),701
Beek,Forum voor Democratie,677
Beek,Partij voor de Dieren,392
Beek,GROENLINKS,371
Beek,JA21,192
Beek,50PLUS,166
Beek,Volt,135
Beek,ChristenUnie,74
Beek,BBB,63
Beek,DENK,52
Beek,CODE ORANJE,38
Beek,Trots op Nederland (TROTS),26
Beek,Splinter,20
Beek,Piratenpartij,19
Beek,JONG,18
Beek,DE FEESTPARTIJ (DFP),13
Beek,BIJ1,10
Beek,Lijst Henk Krol,10
Beek,NIDA,9
Beek,NLBeter,8
Beek,"Blanco (Zeven, A.J.L.B.)",7
Beek,LP (Libertaire Partij),6
Beek,OPRECHT,5
Beek,Staatkundig Gereformeerde Partij (SGP),5
Beek,Partij van de Eenheid,1
Beek,Wij zijn Nederland,0
Beekdaelen,VVD,4965
Beekdaelen,PVV (Partij voor de Vrijheid),3922
Beekdaelen,CDA,2963
Beekdaelen,D66,2687
Beekdaelen,Partij van de Arbeid (P.v.d.A.),1781
Beekdaelen,SP (Socialistische Partij),1753
Beekdaelen,Forum voor Democratie,1574
Beekdaelen,Partij voor de Dieren,888
Beekdaelen,GROENLINKS,879
Beekdaelen,JA21,453
Beekdaelen,Volt,326
Beekdaelen,50PLUS,280
Beekdaelen,BBB,186
Beekdaelen,ChristenUnie,160
Beekdaelen,Splinter,67
Beekdaelen,CODE ORANJE,66
Beekdaelen,Lijst Henk Krol,58
Beekdaelen,Trots op Nederland (TROTS),53
Beekdaelen,Piratenpartij,45
Beekdaelen,BIJ1,38
Beekdaelen,JONG,36
Beekdaelen,Staatkundig Gereformeerde Partij (SGP),36
Beekdaelen,"Blanco (Zeven, A.J.L.B.)",34
Beekdaelen,DENK,33
Beekdaelen,DE FEESTPARTIJ (DFP),21
Beekdaelen,NLBeter,14
Beekdaelen,LP (Libertaire Partij),11
Beekdaelen,OPRECHT,8
Beekdaelen,NIDA,7
Beekdaelen,Partij van de Eenheid,1
Beekdaelen,Wij zijn Nederland,1
Beemster,VVD,2175
Beemster,D66,943
Beemster,PVV (Partij voor de Vrijheid),643
Beemster,CDA,610
Beemster,Partij van de Arbeid (P.v.d.A.),339
Beemster,SP (Socialistische Partij),298
Beemster,Forum voor Democratie,293
Beemster,Partij voor de Dieren,262
Beemster,GROENLINKS,257
Beemster,BBB,246
Beemster,JA21,240
Beemster,Volt,132
Beemster,50PLUS,51
Beemster,ChristenUnie,51
Beemster,BIJ1,25
Beemster,DENK,25
Beemster,CODE ORANJE,23
Beemster,Splinter,21
Beemster,Piratenpartij,17
Beemster,NLBeter,13
Beemster,Staatkundig Gereformeerde Partij (SGP),13
Beemster,Trots op Nederland (TROTS),11
Beemster,"Blanco (Zeven, A.J.L.B.)",5
Beemster,JONG,5
Beemster,Lijst Henk Krol,5
Beemster,DE FEESTPARTIJ (DFP),4
Beemster,LP (Libertaire Partij),2
Beemster,JEZUS LEEFT,1
Beemster,NIDA,1
Beemster,OPRECHT,1
Beemster,U-Buntu Connected Front,1
Beemster,Wij zijn Nederland,0
Beesel,VVD,1800
Beesel,PVV (Partij voor de Vrijheid),1443
Beesel,D66,982
Beesel,CDA,910
Beesel,SP (Socialistische Partij),580
Beesel,Partij van de Arbeid (P.v.d.A.),513
Beesel,Forum voor Democratie,452
Beesel,GROENLINKS,276
Beesel,Partij voor de Dieren,203
Beesel,JA21,179
Beesel,50PLUS,147
Beesel,Volt,98
Beesel,DENK,93
Beesel,BBB,91
Beesel,ChristenUnie,46
Beesel,Trots op Nederland (TROTS),32
Beesel,CODE ORANJE,27
Beesel,JONG,22
Beesel,Lijst Henk Krol,19
Beesel,Splinter,19
Beesel,NIDA,17
Beesel,"Blanco (Zeven, A.J.L.B.)",11
Beesel,BIJ1,8
Beesel,Staatkundig Gereformeerde Partij (SGP),8
Beesel,DE FEESTPARTIJ (DFP),7
Beesel,Piratenpartij,7
Beesel,LP (Libertaire Partij),6
Beesel,OPRECHT,5
Beesel,NLBeter,4
Beesel,Wij zijn Nederland,2
Beesel,Partij van de Eenheid,0
Berg en Dal,VVD,5438
Berg en Dal,D66,3574
Berg en Dal,PVV (Partij voor de Vrijheid),3024
Berg en Dal,CDA,2265
Berg en Dal,SP (Socialistische Partij),1793
Berg en Dal,Partij van de Arbeid (P.v.d.A.),1458
Berg en Dal,GROENLINKS,1393
Berg en Dal,Partij voor de Dieren,1137
Berg en Dal,Forum voor Democratie,802
Berg en Dal,JA21,481
Berg en Dal,Volt,471
Berg en Dal,50PLUS,233
Berg en Dal,BBB,213
Berg en Dal,ChristenUnie,176
Berg en Dal,BIJ1,88
Berg en Dal,CODE ORANJE,58
Berg en Dal,DENK,43
Berg en Dal,Piratenpartij,42
Berg en Dal,Splinter,38
Berg en Dal,Staatkundig Gereformeerde Partij (SGP),33
Berg en Dal,Trots op Nederland (TROTS),32
Berg en Dal,"Blanco (Zeven, A.J.L.B.)",30
Berg en Dal,Lijst Henk Krol,24
Berg en Dal,JONG,22
Berg en Dal,NLBeter,15
Berg en Dal,DE FEESTPARTIJ (DFP),10
Berg en Dal,LP (Libertaire Partij),9
Berg en Dal,NIDA,6
Berg en Dal,OPRECHT,6
Berg en Dal,JEZUS LEEFT,5
Bergeijk,VVD,3747
Bergeijk,CDA,2004
Bergeijk,D66,1348
Bergeijk,PVV (Partij voor de Vrijheid),1334
Bergeijk,SP (Socialistische Partij),737
Bergeijk,Forum voor Democratie,505
Bergeijk,Partij van de Arbeid (P.v.d.A.),453
Bergeijk,GROENLINKS,369
Bergeijk,Partij voor de Dieren,332
Bergeijk,JA21,292
Bergeijk,BBB,243
Bergeijk,Volt,223
Bergeijk,50PLUS,174
Bergeijk,ChristenUnie,81
Bergeijk,CODE ORANJE,34
Bergeijk,Splinter,31
Bergeijk,JONG,27
Bergeijk,Lijst Henk Krol,27
Bergeijk,Staatkundig Gereformeerde Partij (SGP),25
Bergeijk,Trots op Nederland (TROTS),19
Bergeijk,NLBeter,14
Bergeijk,Piratenpartij,14
Bergeijk,DE FEESTPARTIJ (DFP),12
Bergeijk,BIJ1,10
Bergeijk,OPRECHT,7
Bergeijk,"Blanco (Zeven, A.J.L.B.)",6
Bergeijk,NIDA,6
Bergeijk,DENK,5
Bergeijk,LP (Libertaire Partij),2
Bergeijk,JEZUS LEEFT,1
Bergeijk,Partij van de Eenheid,0
Bergen,VVD,1983
Bergen,PVV (Partij voor de Vrijheid),1475
Bergen,CDA,1137
Bergen,D66,821
Bergen,SP (Socialistische Partij),709
Bergen,Forum voor Democratie,439
Bergen,Partij van de Arbeid (P.v.d.A.),374
Bergen,GROENLINKS,222
Bergen,JA21,220
Bergen,Partij voor de Dieren,210
Bergen,BBB,180
Bergen,Volt,98
Bergen,50PLUS,85
Bergen,ChristenUnie,42
Bergen,CODE ORANJE,24
Bergen,Trots op Nederland (TROTS),21
Bergen,Lijst Henk Krol,14
Bergen,JONG,13
Bergen,Splinter,13
Bergen,"Blanco (Zeven, A.J.L.B.)",12
Bergen,BIJ1,11
Bergen,DE FEESTPARTIJ (DFP),11
Bergen,Staatkundig Gereformeerde Partij (SGP),10
Bergen,Piratenpartij,9
Bergen,DENK,7
Bergen,NIDA,7
Bergen,LP (Libertaire Partij),5
Bergen,OPRECHT,3
Bergen,NLBeter,2
Bergen,Wij zijn Nederland,1
Bergen,Partij van de Eenheid,0
Bergen,VVD,5280
Bergen,D66,3814
Bergen,PVV (Partij voor de Vrijheid),1999
Bergen,CDA,1828
Bergen,Partij voor de Dieren,1417
Bergen,Partij van de Arbeid (P.v.d.A.),1183
Bergen,GROENLINKS,1073
Bergen,SP (Socialistische Partij),962
Bergen,Forum voor Democratie,932
Bergen,JA21,579
Bergen,Volt,556
Bergen,ChristenUnie,233
Bergen,BBB,170
Bergen,50PLUS,162
Bergen,"Blanco (Zeven, A.J.L.B.)",83
Bergen,CODE ORANJE,76
Bergen,Splinter,68
Bergen,BIJ1,48
Bergen,Piratenpartij,46
Bergen,Trots op Nederland (TROTS),36
Bergen,JONG,30
Bergen,Staatkundig Gereformeerde Partij (SGP),30
Bergen,NLBeter,26
Bergen,Lijst Henk Krol,23
Bergen,DENK,15
Bergen,LP (Libertaire Partij),13
Bergen,DE FEESTPARTIJ (DFP),12
Bergen,OPRECHT,9
Bergen,JEZUS LEEFT,4
Bergen,NIDA,2
Bergen,Wij zijn Nederland,1
Bergen,U-Buntu Connected Front,0
Bergen op Zoom,VVD,10464
Bergen op Zoom,PVV (Partij voor de Vrijheid),5133
Bergen op Zoom,D66,5120
Bergen op Zoom,CDA,3079
Bergen op Zoom,SP (Socialistische Partij),2586
Bergen op Zoom,Partij van de Arbeid (P.v.d.A.),1924
Bergen op Zoom,Forum voor Democratie,1915
Bergen op Zoom,DENK,1721
Bergen op Zoom,GROENLINKS,1552
Bergen op Zoom,Partij voor de Dieren,1215
Bergen op Zoom,JA21,966
Bergen op Zoom,Volt,527
Bergen op Zoom,50PLUS,508
Bergen op Zoom,ChristenUnie,414
Bergen op Zoom,NIDA,203
Bergen op Zoom,CODE ORANJE,174
Bergen op Zoom,BBB,149
Bergen op Zoom,Splinter,146
Bergen op Zoom,BIJ1,104
Bergen op Zoom,Piratenpartij,68
Bergen op Zoom,Staatkundig Gereformeerde Partij (SGP),68
Bergen op Zoom,JONG,61
Bergen op Zoom,"Blanco (Zeven, A.J.L.B.)",48
Bergen op Zoom,Lijst Henk Krol,47
Bergen op Zoom,DE FEESTPARTIJ (DFP),40
Bergen op Zoom,NLBeter,33
Bergen op Zoom,JEZUS LEEFT,18
Bergen op Zoom,OPRECHT,13
Bergen op Zoom,LP (Libertaire Partij),11
Bergen op Zoom,Partij van de Eenheid,8
Bergen op Zoom,U-Buntu Connected Front,0
Berkelland,VVD,6706
Berkelland,CDA,4686
Berkelland,D66,3568
Berkelland,PVV (Partij voor de Vrijheid),2794
Berkelland,BBB,2383
Berkelland,SP (Socialistische Partij),2096
Berkelland,Partij van de Arbeid (P.v.d.A.),2044
Berkelland,Forum voor Democratie,1301
Berkelland,GROENLINKS,920
Berkelland,Partij voor de Dieren,717
Berkelland,JA21,675
Berkelland,Volt,430
Berkelland,ChristenUnie,427
Berkelland,50PLUS,296
Berkelland,CODE ORANJE,95
Berkelland,DENK,93
Berkelland,Staatkundig Gereformeerde Partij (SGP),72
Berkelland,Splinter,69
Berkelland,Trots op Nederland (TROTS),59
Berkelland,JONG,47
Berkelland,BIJ1,41
Berkelland,Piratenpartij,35
Berkelland,"Blanco (Zeven, A.J.L.B.)",34
Berkelland,NLBeter,12
Berkelland,NIDA,11
Berkelland,Lijst Henk Krol,9
Berkelland,LP (Libertaire Partij),9
Berkelland,JEZUS LEEFT,7
Berkelland,OPRECHT,6
Berkelland,U-Buntu Connected Front,0
Bernheze,VVD,6083
Bernheze,CDA,2845
Bernheze,D66,2681
Bernheze,SP (Socialistische Partij),2023
Bernheze,PVV (Partij voor de Vrijheid),2008
Bernheze,Forum voor Democratie,741
Bernheze,Partij van de Arbeid (P.v.d.A.),641
Bernheze,GROENLINKS,558
Bernheze,JA21,463
Bernheze,Partij voor de Dieren,367
Bernheze,Volt,308
Bernheze,50PLUS,279
Bernheze,BBB,261
Bernheze,ChristenUnie,112
Bernheze,CODE ORANJE,62
Bernheze,DENK,48
Bernheze,Piratenpartij,39
Bernheze,Splinter,38
Bernheze,Trots op Nederland (TROTS),37
Bernheze,BIJ1,31
Bernheze,JONG,31
Bernheze,DE FEESTPARTIJ (DFP),19
Bernheze,Staatkundig Gereformeerde Partij (SGP),17
Bernheze,NLBeter,12
Bernheze,OPRECHT,12
Bernheze,Lijst Henk Krol,10
Bernheze,"Blanco (Zeven, A.J.L.B.)",9
Bernheze,NIDA,9
Bernheze,LP (Libertaire Partij),6
Bernheze,JEZUS LEEFT,1
Bernheze,Partij van de Eenheid,1
Best,VVD,5372
Best,D66,2890
Best,PVV (Partij voor de Vrijheid),2095
Best,CDA,1842
Best,SP (Socialistische Partij),1314
Best,Forum voor Democratie,825
Best,Partij van de Arbeid (P.v.d.A.),814
Best,GROENLINKS,709
Best,Partij voor de Dieren,458
Best,Volt,412
Best,ChristenUnie,408
Best,JA21,407
Best,50PLUS,238
Best,DENK,204
Best,BBB,83
Best,CODE ORANJE,78
Best,Staatkundig Gereformeerde Partij (SGP),52
Best,Lijst Henk Krol,47
Best,Piratenpartij,42
Best,BIJ1,41
Best,JONG,40
Best,Splinter,34
Best,DE FEESTPARTIJ (DFP),31
Best,Trots op Nederland (TROTS),28
Best,NIDA,26
Best,"Blanco (Zeven, A.J.L.B.)",18
Best,NLBeter,18
Best,JEZUS LEEFT,8
Best,LP (Libertaire Partij),6
Best,OPRECHT,6
Best,Partij van de Eenheid,3
Beuningen,VVD,4782
Beuningen,D66,2508
Beuningen,PVV (Partij voor de Vrijheid),2075
Beuningen,CDA,1537
Beuningen,SP (Socialistische Partij),1228
Beuningen,Partij van de Arbeid (P.v.d.A.),891
Beuningen,Forum voor Democratie,776
Beuningen,GROENLINKS,735
Beuningen,JA21,466
Beuningen,Partij voor de Dieren,459
Beuningen,Volt,269
Beuningen,50PLUS,221
Beuningen,ChristenUnie,144
Beuningen,BBB,100
Beuningen,DENK,65
Beuningen,CODE ORANJE,57
Beuningen,BIJ1,56
Beuningen,Splinter,39
Beuningen,Staatkundig Gereformeerde Partij (SGP),28
Beuningen,Trots op Nederland (TROTS),26
Beuningen,Piratenpartij,18
Beuningen,Lijst Henk Krol,16
Beuningen,JONG,15
Beuningen,NLBeter,15
Beuningen,NIDA,13
Beuningen,"Blanco (Zeven, A.J.L.B.)",12
Beuningen,DE FEESTPARTIJ (DFP),12
Beuningen,JEZUS LEEFT,8
Beuningen,OPRECHT,8
Beuningen,LP (Libertaire Partij),1
Beverwijk,VVD,5121
Beverwijk,D66,3262
Beverwijk,PVV (Partij voor de Vrijheid),3156
Beverwijk,SP (Socialistische Partij),1723
Beverwijk,Forum voor Democratie,1636
Beverwijk,CDA,1521
Beverwijk,Partij van de Arbeid (P.v.d.A.),1291
Beverwijk,GROENLINKS,1170
Beverwijk,Partij voor de Dieren,1029
Beverwijk,JA21,728
Beverwijk,DENK,709
Beverwijk,Volt,401
Beverwijk,50PLUS,334
Beverwijk,ChristenUnie,270
Beverwijk,BIJ1,135
Beverwijk,CODE ORANJE,123
Beverwijk,Splinter,92
Beverwijk,NIDA,81
Beverwijk,BBB,72
Beverwijk,Trots op Nederland (TROTS),66
Beverwijk,Piratenpartij,63
Beverwijk,JONG,42
Beverwijk,Lijst Henk Krol,42
Beverwijk,Staatkundig Gereformeerde Partij (SGP),35
Beverwijk,NLBeter,33
Beverwijk,DE FEESTPARTIJ (DFP),17
Beverwijk,OPRECHT,15
Beverwijk,LP (Libertaire Partij),12
Beverwijk,Vrij en Sociaal Nederland,11
Beverwijk,Wij zijn Nederland,6
Beverwijk,U-Buntu Connected Front,4
Bladel,VVD,3822
Bladel,CDA,1761
Bladel,D66,1698
Bladel,PVV (Partij voor de Vrijheid),1467
Bladel,SP (Socialistische Partij),1007
Bladel,Forum voor Democratie,608
Bladel,Partij van de Arbeid (P.v.d.A.),515
Bladel,GROENLINKS,428
Bladel,Partij voor de Dieren,313
Bladel,JA21,304
Bladel,Volt,263
Bladel,50PLUS,209
Bladel,BBB,179
Bladel,ChristenUnie,86
Bladel,CODE ORANJE,50
Bladel,Splinter,45
Bladel,JONG,28
Bladel,Lijst Henk Krol,24
Bladel,Trots op Nederland (TROTS),23
Bladel,BIJ1,20
Bladel,DENK,18
Bladel,Piratenpartij,18
Bladel,"Blanco (Zeven, A.J.L.B.)",15
Bladel,Staatkundig Gereformeerde Partij (SGP),14
Bladel,DE FEESTPARTIJ (DFP),10
Bladel,OPRECHT,10
Bladel,LP (Libertaire Partij),9
Bladel,NLBeter,3
Bladel,NIDA,1
Bladel,Partij van de Eenheid,1
Bladel,JEZUS LEEFT,0
Blaricum,VVD,2835
Blaricum,D66,1276
Blaricum,CDA,730
Blaricum,PVV (Partij voor de Vrijheid),623
Blaricum,Forum voor Democratie,358
Blaricum,Partij van de Arbeid (P.v.d.A.),294
Blaricum,SP (Socialistische Partij),260
Blaricum,JA21,244
Blaricum,Partij voor de Dieren,230
Blaricum,Volt,208
Blaricum,GROENLINKS,182
Blaricum,ChristenUnie,142
Blaricum,DENK,63
Blaricum,50PLUS,61
Blaricum,NIDA,29
Blaricum,CODE ORANJE,28
Blaricum,Staatkundig Gereformeerde Partij (SGP),23
Blaricum,BBB,19
Blaricum,Splinter,13
Blaricum,BIJ1,11
Blaricum,JONG,8
Blaricum,Piratenpartij,8
Blaricum,Trots op Nederland (TROTS),7
Blaricum,Lijst Henk Krol,6
Blaricum,NLBeter,4
Blaricum,LP (Libertaire Partij),3
Blaricum,OPRECHT,3
Blaricum,DE FEESTPARTIJ (DFP),2
Blaricum,U-Buntu Connected Front,1
Blaricum,Vrij en Sociaal Nederland,0
Blaricum,Wij zijn Nederland,0
Bloemendaal,VVD,5054
Bloemendaal,D66,3765
Bloemendaal,CDA,1370
Bloemendaal,Partij voor de Dieren,790
Bloemendaal,Volt,783
Bloemendaal,PVV (Partij voor de Vrijheid),745
Bloemendaal,Partij van de Arbeid (P.v.d.A.),697
Bloemendaal,GROENLINKS,677
Bloemendaal,Forum voor Democratie,422
Bloemendaal,SP (Socialistische Partij),403
Bloemendaal,JA21,311
Bloemendaal,ChristenUnie,249
Bloemendaal,50PLUS,87
Bloemendaal,BIJ1,50
Bloemendaal,Splinter,36
Bloemendaal,Staatkundig Gereformeerde Partij (SGP),29
Bloemendaal,CODE ORANJE,27
Bloemendaal,DENK,23
Bloemendaal,BBB,21
Bloemendaal,Trots op Nederland (TROTS),17
Bloemendaal,Piratenpartij,14
Bloemendaal,JONG,13
Bloemendaal,NLBeter,11
Bloemendaal,Lijst Henk Krol,8
Bloemendaal,LP (Libertaire Partij),8
Bloemendaal,Vrij en Sociaal Nederland,6
Bloemendaal,DE FEESTPARTIJ (DFP),5
Bloemendaal,OPRECHT,4
Bloemendaal,NIDA,3
Bloemendaal,U-Buntu Connected Front,0
Bloemendaal,Wij zijn Nederland,0
Bodegraven-Reeuwijk,VVD,5882
Bodegraven-Reeuwijk,CDA,2834
Bodegraven-Reeuwijk,D66,2728
Bodegraven-Reeuwijk,PVV (Partij voor de Vrijheid),1931
Bodegraven-Reeuwijk,Staatkundig Gereformeerde Partij (SGP),1784
Bodegraven-Reeuwijk,ChristenUnie,1611
Bodegraven-Reeuwijk,Forum voor Democratie,1079
Bodegraven-Reeuwijk,SP (Socialistische Partij),746
Bodegraven-Reeuwijk,Partij van de Arbeid (P.v.d.A.),745
Bodegraven-Reeuwijk,JA21,708
Bodegraven-Reeuwijk,GROENLINKS,661
Bodegraven-Reeuwijk,Partij voor de Dieren,505
Bodegraven-Reeuwijk,Volt,361
Bodegraven-Reeuwijk,DENK,293
Bodegraven-Reeuwijk,BBB,239
Bodegraven-Reeuwijk,50PLUS,160
Bodegraven-Reeuwijk,CODE ORANJE,68
Bodegraven-Reeuwijk,NIDA,55
Bodegraven-Reeuwijk,Splinter,51
Bodegraven-Reeuwijk,BIJ1,49
Bodegraven-Reeuwijk,Piratenpartij,40
Bodegraven-Reeuwijk,"Blanco (Zeven, A.J.L.B.)",22
Bodegraven-Reeuwijk,JONG,21
Bodegraven-Reeuwijk,JEZUS LEEFT,18
Bodegraven-Reeuwijk,NLBeter,14
Bodegraven-Reeuwijk,Lijst Henk Krol,9
Bodegraven-Reeuwijk,LP (Libertaire Partij),7
Bodegraven-Reeuwijk,OPRECHT,7
Bodegraven-Reeuwijk,Modern Nederland,2
Bodegraven-Reeuwijk,U-Buntu Connected Front,0
Boekel,VVD,1922
Boekel,CDA,1252
Boekel,D66,795
Boekel,PVV (Partij voor de Vrijheid),776
Boekel,SP (Socialistische Partij),540
Boekel,Forum voor Democratie,334
Boekel,Partij van de Arbeid (P.v.d.A.),199
Boekel,BBB,182
Boekel,GROENLINKS,163
Boekel,Partij voor de Dieren,160
Boekel,JA21,158
Boekel,Volt,72
Boekel,50PLUS,61
Boekel,ChristenUnie,36
Boekel,CODE ORANJE,23
Boekel,JONG,14
Boekel,Lijst Henk Krol,13
Boekel,Trots op Nederland (TROTS),13
Boekel,BIJ1,12
Boekel,Splinter,11
Boekel,Piratenpartij,10
Boekel,DE FEESTPARTIJ (DFP),9
Boekel,NIDA,5
Boekel,DENK,4
Boekel,NLBeter,4
Boekel,"Blanco (Zeven, A.J.L.B.)",3
Boekel,JEZUS LEEFT,3
Boekel,LP (Libertaire Partij),3
Boekel,OPRECHT,2
Boekel,Staatkundig Gereformeerde Partij (SGP),2
Boekel,Partij van de Eenheid,1
Bonaire,CDA,864
Bonaire,D66,431
Bonaire,VVD,360
Bonaire,Partij van de Arbeid (P.v.d.A.),271
Bonaire,GROENLINKS,154
Bonaire,ChristenUnie,153
Bonaire,PVV (Partij voor de Vrijheid),147
Bonaire,Forum voor Democratie,126
Bonaire,Partij voor de Dieren,120
Bonaire,DENK,92
Bonaire,BIJ1,79
Bonaire,SP (Socialistische Partij),75
Bonaire,Volt,39
Bonaire,JA21,31
Bonaire,Piratenpartij,18
Bonaire,50PLUS,15
Bonaire,U-Buntu Connected Front,13
Bonaire,CODE ORANJE,11
Bonaire,Staatkundig Gereformeerde Partij (SGP),10
Bonaire,LP (Libertaire Partij),4
Bonaire,NIDA,4
Borger-Odoorn,VVD,3479
Borger-Odoorn,PVV (Partij voor de Vrijheid),2349
Borger-Odoorn,D66,1881
Borger-Odoorn,Partij van de Arbeid (P.v.d.A.),1638
Borger-Odoorn,CDA,1628
Borger-Odoorn,SP (Socialistische Partij),1435
Borger-Odoorn,Forum voor Democratie,976
Borger-Odoorn,ChristenUnie,576
Borger-Odoorn,Partij voor de Dieren,570
Borger-Odoorn,GROENLINKS,517
Borger-Odoorn,BBB,457
Borger-Odoorn,JA21,379
Borger-Odoorn,Volt,180
Borger-Odoorn,50PLUS,175
Borger-Odoorn,Staatkundig Gereformeerde Partij (SGP),122
Borger-Odoorn,OPRECHT,79
Borger-Odoorn,Trots op Nederland (TROTS),61
Borger-Odoorn,CODE ORANJE,55
Borger-Odoorn,Splinter,44
Borger-Odoorn,"Blanco (Zeven, A.J.L.B.)",29
Borger-Odoorn,JONG,23
Borger-Odoorn,BIJ1,22
Borger-Odoorn,Piratenpartij,22
Borger-Odoorn,NLBeter,16
Borger-Odoorn,Lijst Henk Krol,10
Borger-Odoorn,JEZUS LEEFT,8
Borger-Odoorn,DENK,5
Borger-Odoorn,LP (Libertaire Partij),5
Borger-Odoorn,Modern Nederland,0
Borger-Odoorn,NIDA,0
Borne,VVD,3898
Borne,CDA,3368
Borne,D66,2123
Borne,PVV (Partij voor de Vrijheid),1659
Borne,SP (Socialistische Partij),982
Borne,Partij van de Arbeid (P.v.d.A.),778
Borne,Forum voor Democratie,642
Borne,GROENLINKS,482
Borne,Partij voor de Dieren,314
Borne,JA21,279
Borne,BBB,262
Borne,ChristenUnie,251
Borne,Volt,224
Borne,50PLUS,118
Borne,DENK,45
Borne,Staatkundig Gereformeerde Partij (SGP),45
Borne,CODE ORANJE,38
Borne,Splinter,27
Borne,Trots op Nederland (TROTS),26
Borne,Piratenpartij,19
Borne,JONG,14
Borne,BIJ1,12
Borne,NLBeter,10
Borne,"Blanco (Zeven, A.J.L.B.)",9
Borne,Lijst Henk Krol,9
Borne,OPRECHT,9
Borne,JEZUS LEEFT,7
Borne,LP (Libertaire Partij),7
Borne,Wij zijn Nederland,4
Borne,NIDA,3
Borne,Partij van de Eenheid,1
Borne,U-Buntu Connected Front,0
Borsele,VVD,2965
Borsele,Staatkundig Gereformeerde Partij (SGP),2413
Borsele,CDA,1946
Borsele,PVV (Partij voor de Vrijheid),1431
Borsele,D66,1290
Borsele,Forum voor Democratie,763
Borsele,SP (Socialistische Partij),671
Borsele,Partij van de Arbeid (P.v.d.A.),588
Borsele,ChristenUnie,498
Borsele,JA21,408
Borsele,Partij voor de Dieren,368
Borsele,GROENLINKS,338
Borsele,BBB,330
Borsele,50PLUS,184
Borsele,Volt,145
Borsele,CODE ORANJE,55
Borsele,Splinter,34
Borsele,JONG,24
Borsele,BIJ1,17
Borsele,"Blanco (Zeven, A.J.L.B.)",14
Borsele,DENK,13
Borsele,NLBeter,13
Borsele,Piratenpartij,13
Borsele,JEZUS LEEFT,11
Borsele,Lijst Henk Krol,7
Borsele,LP (Libertaire Partij),6
Borsele,NIDA,3
Borsele,OPRECHT,2
Borsele,Partij van de Eenheid,0
Boxmeer,VVD,5053
Boxmeer,CDA,2871
Boxmeer,D66,2838
Boxmeer,SP (Socialistische Partij),2165
Boxmeer,PVV (Partij voor de Vrijheid),2099
Boxmeer,Partij van de Arbeid (P.v.d.A.),903
Boxmeer,Forum voor Democratie,745
Boxmeer,GROENLINKS,649
Boxmeer,JA21,497
Boxmeer,Partij voor de Dieren,487
Boxmeer,BBB,351
Boxmeer,Volt,303
Boxmeer,50PLUS,201
Boxmeer,ChristenUnie,131
Boxmeer,DENK,100
Boxmeer,Splinter,65
Boxmeer,CODE ORANJE,52
Boxmeer,Trots op Nederland (TROTS),39
Boxmeer,BIJ1,29
Boxmeer,JONG,29
Boxmeer,Piratenpartij,25
Boxmeer,DE FEESTPARTIJ (DFP),20
Boxmeer,NIDA,20
Boxmeer,NLBeter,18
Boxmeer,"Blanco (Zeven, A.J.L.B.)",15
Boxmeer,Staatkundig Gereformeerde Partij (SGP),14
Boxmeer,LP (Libertaire Partij),13
Boxmeer,Lijst Henk Krol,11
Boxmeer,Partij van de Eenheid,5
Boxmeer,JEZUS LEEFT,2
Boxmeer,OPRECHT,1
Boxtel,VVD,5250
Boxtel,D66,3215
Boxtel,CDA,2153
Boxtel,PVV (Partij voor de Vrijheid),2026
Boxtel,SP (Socialistische Partij),1691
Boxtel,Partij van de Arbeid (P.v.d.A.),939
Boxtel,GROENLINKS,884
Boxtel,Forum voor Democratie,804
Boxtel,Partij voor de Dieren,656
Boxtel,Volt,361
Boxtel,JA21,336
Boxtel,DENK,264
Boxtel,50PLUS,171
Boxtel,ChristenUnie,162
Boxtel,BBB,119
Boxtel,NIDA,100
Boxtel,BIJ1,53
Boxtel,Splinter,48
Boxtel,JONG,47
Boxtel,CODE ORANJE,46
Boxtel,Piratenpartij,32
Boxtel,Trots op Nederland (TROTS),30
Boxtel,DE FEESTPARTIJ (DFP),26
Boxtel,Staatkundig Gereformeerde Partij (SGP),25
Boxtel,"Blanco (Zeven, A.J.L.B.)",14
Boxtel,Lijst Henk Krol,13
Boxtel,NLBeter,12
Boxtel,LP (Libertaire Partij),10
Boxtel,JEZUS LEEFT,4
Boxtel,OPRECHT,4
Boxtel,Partij van de Eenheid,0
Breda,VVD,29325
Breda,D66,22138
Breda,PVV (Partij voor de Vrijheid),9612
Breda,CDA,7653
Breda,SP (Socialistische Partij),6631
Breda,GROENLINKS,6513
Breda,Partij van de Arbeid (P.v.d.A.),5677
Breda,Forum voor Democratie,5046
Breda,Partij voor de Dieren,4592
Breda,Volt,3330
Breda,JA21,2289
Breda,DENK,2059
Breda,50PLUS,1152
Breda,ChristenUnie,1043
Breda,BIJ1,623
Breda,NIDA,419
Breda,Splinter,386
Breda,CODE ORANJE,375
Breda,BBB,306
Breda,Piratenpartij,303
Breda,JONG,225
Breda,Staatkundig Gereformeerde Partij (SGP),153
Breda,"Blanco (Zeven, A.J.L.B.)",140
Breda,NLBeter,98
Breda,OPRECHT,88
Breda,Lijst Henk Krol,87
